acousticness,artist_id,artist_names,danceability,duration_ms,energy,explicit,genre,instrumentalness,key,liveness,loudness,mode,popularity,release_date,song_title (censored),speechiness,tempo,valence,year
0.0341,597309,['Tina Turner'],0.68,253593,0.701,0,R&B;,0.00479,0,0.114,-10.46,1,67,1/1/1991,The Best - Edit,0.0275,103.789,0.824,1991
0.219,597309,['Tina Turner'],0.851,226880,0.406,0,R&B;,6.79E-06,1,0.0853,-11.631,1,59,1/1/1991,What's Love Got to Do with It,0.0662,97.84,0.793,1991
0.201,597309,['Tina Turner'],0.69,255187,0.674,0,R&B;,0.00612,8,0.114,-5.866,0,60,1/1/1991,We Don't Need Another Hero (Thunderdome),0.0471,98.851,0.713,1991
0.225,597309,['Tina Turner'],0.639,240480,0.669,0,R&B;,0.00117,4,0.1,-7.574,0,51,1/1/1991,Private Dancer - Single Edit,0.0507,116.22,0.57,1991
0.0527,597309,['Tina Turner'],0.747,220040,0.694,0,R&B;,0.0393,8,0.0868,-7.837,1,42,1/1/1991,Better Be Good to Me,0.044,122.441,0.539,1991
0.404,790667,['Tony! Toni! Toné!'],0.703,250933,0.616,0,R&B;,0.000943,6,0.24,-8.098,1,55,1/1/1991,Me And You,0.0558,71.689,0.552,1991
0.0358,314505,['Vanessa Williams'],0.723,280000,0.865,0,R&B;,0.51,5,0.335,-10.517,1,28,1/1/1991,Running Back To You,0.0451,115.303,0.875,1991
0.0564,314505,['Vanessa Williams'],0.861,240200,0.716,0,R&B;,4.59E-05,6,0.388,-13.518,1,27,1/1/1991,The Comfort Zone,0.104,105.049,0.59,1991
0.641,314505,['Vanessa Williams'],0.528,218733,0.234,0,R&B;,0,3,0.183,-15.784,1,54,1/1/1991,Save The Best For Last,0.0283,95.911,0.191,1991
0.124,191947,['War'],0.919,289400,0.687,1,R&B;,0.000816,1,0.0928,-12.346,0,34,8/6/1991,Lowrider (On The Boulevard),0.109,132.884,0.925,1991
0.671,820434,['Whitney Houston'],0.244,134533,0.648,0,R&B;,0.0196,8,0.955,-6.574,1,29,2/12/1991,The Star Spangled Banner (feat. The Florida Orchestra) - Live from Super Bowl ***,0.0394,87.522,0.495,1991
0.362,960874,['Will Downing'],0.664,282440,0.372,0,R&B;,0,0,0.171,-12.362,1,28,1/1/1991,I Go Crazy,0.0286,116.332,0.26,1991
0.36,960874,['Will Downing'],0.505,316760,0.344,0,R&B;,0,8,0.0451,-12.409,1,34,1/1/1991,I Try,0.0291,143.951,0.263,1991
0.452,578744,['William Bell'],0.519,180733,0.251,0,R&B;,0,5,0.159,-17.425,1,29,1991,You Don't Miss Your Water - Extended,0.0298,115.149,0.632,1991
0.276,625201,"[""Alexander O'Neal""]",0.661,264933,0.828,0,R&B;,1.40E-06,11,0.287,-12.673,0,37,7/29/1987,(What Can I Say) To Make You Love Me,0.039,115.078,0.902,1987
0.0103,625201,"[""Alexander O'Neal""]",0.719,277773,0.65,0,R&B;,4.36E-05,7,0.133,-12.947,0,34,7/29/1987,The Lovers,0.0265,105.141,0.953,1987
0.496,625201,"[""Alexander O'Neal""]",0.649,312733,0.245,0,R&B;,0,11,0.174,-17.585,1,29,7/29/1987,Crying Overtime,0.0286,112.709,0.273,1987
0.06,625201,"[""Alexander O'Neal""]",0.701,241107,0.715,0,R&B;,0,11,0.354,-14.999,0,32,7/29/1987,Hearsay,0.0291,101.515,0.735,1987
0.544,625201,"[""Alexander O'Neal""]",0.629,359200,0.414,0,R&B;,0.000802,1,0.0731,-15.002,1,47,7/29/1987,Sunshine,0.0299,138.932,0.458,1987
0.0011,625201,"[""Alexander O'Neal""]",0.735,235493,0.694,0,R&B;,0.0521,6,0.218,-13.515,0,42,7/29/1987,Fake,0.0348,112.846,0.755,1987
0.0792,625201,"[""Alexander O'Neal""]",0.659,247400,0.759,0,R&B;,1.09E-06,11,0.0564,-12.455,0,53,7/29/1987,Criticize,0.0436,116.943,0.74,1987
0.321,625201,"[""Alexander O'Neal""]",0.75,309400,0.59,0,R&B;,0,5,0.115,-11.799,1,40,7/29/1987,Never Knew Love Like This,0.0346,104.101,0.803,1987
0.198,17877,"[""Terence Trent D'Arby""]",0.636,193933,0.767,0,R&B;,0,6,0.205,-12.995,1,48,7/6/1987,If You Let Me Stay,0.0394,99.144,0.883,1987
0.0965,17877,"[""Terence Trent D'Arby""]",0.855,210467,0.461,0,R&B;,0,10,0.201,-13.096,0,59,7/6/1987,Wishing Well,0.0564,104.96,0.833,1987
0.202,17877,"[""Terence Trent D'Arby""]",0.899,276533,0.421,0,R&B;,4.94E-06,4,0.0864,-11.238,1,60,7/6/1987,Sign Your Name,0.0511,109.148,0.852,1987
0.406,17877,"[""Terence Trent D'Arby""]",0.467,261360,0.377,0,R&B;,5.69E-06,5,0.0595,-14.441,1,46,7/6/1987,Who's Loving You,0.041,161.112,0.503,1987
0.161,17877,"[""Terence Trent D'Arby""]",0.722,234640,0.696,0,R&B;,0,2,0.0755,-11.095,0,53,7/6/1987,Dance Little Sister,0.0901,115.397,0.93,1987
0.611,892771,"[""The O'Jays""]",0.623,318253,0.409,0,R&B;,2.54E-06,7,0.2,-10.802,1,50,1987,Lovin' You,0.0357,74.75,0.613,1987
0.0954,607448,['Al Green'],0.773,261960,0.656,0,R&B;,0.000226,5,0.082,-11.577,1,24,1/1/1987,Everything's Gonna Be Alright,0.0769,92.556,0.765,1987
0.19,755792,['Angela Winbush'],0.625,318667,0.333,0,R&B;,0,10,0.0569,-14.941,0,39,1/1/1987,Angel,0.0404,147.61,0.566,1987
0.103,921002,['Ann Peebles'],0.813,139080,0.375,0,R&B;,2.11E-05,0,0.0836,-10.037,1,42,3/31/1987,99 Lbs,0.064,116.01,0.734,1987
0.635,927555,['Aretha Franklin'],0.332,368333,0.808,0,R&B;,0,5,0.777,-8.463,1,33,1987,"Oh Happy Day - Live at New Bethel Baptist Church, Detroit, MI - July ****",0.0915,174.035,0.61,1987
0.736,509356,['Atlantic Starr'],0.601,326040,0.429,0,R&B;,0,0,0.195,-11.975,1,27,3/24/1987,All in the Name of Love,0.0296,150.855,0.504,1987
0.399,509356,['Atlantic Starr'],0.606,288493,0.534,0,R&B;,0.000973,7,0.356,-6.758,1,61,3/24/1987,Always,0.0256,130.945,0.328,1987
0.167,164594,['Ben E. King'],0.654,181600,0.168,0,R&B;,0.000581,9,0.103,-16.969,1,41,1987,Stand by Me,0.0421,119.527,0.641,1987
0.832,774956,['Chris Kenner'],0.589,117600,0.568,0,R&B;,0,5,0.272,-11.295,1,36,8/4/1987,I Like It Like That,0.0806,144.566,0.777,1987
0.0799,661524,['Donna Summer'],0.659,1067333,0.701,0,R&B;,0.0111,4,0.042,-12.111,0,38,1/1/1987,MacArthur Park Suite: MacArthur Park/One Of A Kind/Heavens Knows/MacArthur Park Reprise,0.0419,131.23,0.738,1987
0.00197,661524,['Donna Summer'],0.704,366307,0.654,0,R&B;,0.00256,7,0.0679,-12.755,1,31,1/1/1987,With Your Love,0.0364,128.563,0.966,1987
0.0127,661524,['Donna Summer'],0.689,493600,0.675,0,R&B;,0.647,0,0.0987,-16.248,1,51,1/1/1987,I Feel Love,0.0434,128.1,0.937,1987
0.00258,661524,['Donna Summer'],0.797,400440,0.737,0,R&B;,0.133,0,0.0404,-13.87,1,51,1/1/1987,Hot Stuff,0.0341,120.495,0.964,1987
0.596,135273,"['Earth, Wind & Fire']",0.649,262293,0.359,0,R&B;,0,8,0.072,-14.022,1,51,1987-10,Every Now and Then,0.0325,111.81,0.44,1987
0.131,135273,"['Earth, Wind & Fire']",0.768,300360,0.706,0,R&B;,0.0006,10,0.366,-12.976,1,42,1987-10,System of Survival,0.0446,120.92,0.887,1987
0.349,799081,['Full Force'],0.693,327494,0.384,0,R&B;,0,6,0.106,-15.322,0,23,6/28/1987,All In My Mind,0.0402,127.487,0.367,1987
0.144,667169,['Gladys Knight & the Pips'],0.811,326733,0.658,0,R&B;,0.000394,3,0.0468,-11.787,0,35,1987,Love Overboard,0.0497,108.266,0.947,1987
0.0343,228180,['Howard Huntsberry'],0.782,208040,0.605,0,R&B;,0.000375,8,0.147,-12.514,1,42,1/1/1987,Lonely Teardrops,0.0393,138.704,0.96,1987
0.0287,128099,['James Brown'],0.907,447200,0.481,0,R&B;,0.000115,2,0.0442,-11.06,1,32,1/1/1987,Cold Sweat,0.0429,111.817,0.762,1987
0.339,128099,['James Brown'],0.883,250387,0.631,0,R&B;,5.19E-06,2,0.942,-11.473,1,64,1/1/1987,Get Up **** That Thing,0.42,118.084,0.782,1987
0.17,128099,['James Brown'],0.799,211920,0.418,0,R&B;,0.0024,1,0.158,-15.585,1,47,1/1/1987,***** Train,0.204,130.366,0.892,1987
0.105,128099,['James Brown'],0.839,274000,0.55,0,R&B;,0.000443,0,0.0652,-12.725,1,40,1/1/1987,Papa Don't Take No Mess - Pt. *,0.0501,96.656,0.7,1987
0.0195,176358,['Jamiroquai'],0.697,331067,0.879,0,R&B;,4.61E-05,9,0.084,-4.833,0,32,1987,Canned Heat,0.15,128.07,0.75,1987
0.0348,176358,['Jamiroquai'],0.643,242973,0.934,0,R&B;,0.000654,11,0.303,-6.651,0,43,1987,Cosmic ****,0.0513,119.838,0.929,1987
0.0744,137084,['Jody Watley'],0.827,249440,0.596,0,R&B;,0.0266,0,0.0768,-13.486,1,31,1/1/1987,**** Kind Of Lover,0.0559,118.73,0.899,1987
0.0673,137084,['Jody Watley'],0.882,253600,0.587,0,R&B;,1.09E-05,9,0.0527,-12.613,0,45,1/1/1987,Don't You Want Me,0.0396,112.032,0.866,1987
0.116,137084,['Jody Watley'],0.936,307840,0.432,0,R&B;,0.00101,2,0.224,-13.181,1,40,1/1/1987,Looking For A New Love,0.0546,109.18,0.915,1987
0.187,198162,['Johnnie Taylor'],0.711,256667,0.609,0,R&B;,8.32E-05,0,0.202,-8.468,1,27,1/29/1987,Don't Make Me Late,0.0345,111.784,0.454,1987
0.673,997568,['Karina'],0.73,193593,0.685,0,R&B;,0,4,0.268,-6.353,1,53,2/11/1987,Sé Como Duele,0.034,121.561,0.819,1987
0.606,997568,['Karina'],0.467,220709,0.49,0,R&B;,4.67E-05,6,0.088,-7.842,1,40,2/11/1987,A Quien?,0.0415,72.968,0.37,1987
0.0325,767016,['Keith Sweat'],0.494,296400,0.511,0,R&B;,0,4,0.641,-12.054,0,55,1987,Make It Last Forever (with Jacci McGhee),0.0825,168.255,0.506,1987
0.0122,767016,['Keith Sweat'],0.646,317133,0.409,0,R&B;,0,0,0.179,-14.908,0,50,1987,Right and a Wrong Way,0.051,119.723,0.63,1987
0.0526,767016,['Keith Sweat'],0.574,290800,0.313,0,R&B;,4.76E-06,2,0.174,-14.227,1,47,1987,How **** Is Your Love,0.0537,139.94,0.496,1987
0.045,767016,['Keith Sweat'],0.561,346320,0.523,0,R&B;,0,7,0.319,-12.646,0,39,1987,In the Rain,0.0412,122.274,0.501,1987
0.00344,767016,['Keith Sweat'],0.745,315200,0.515,0,R&B;,0.00134,11,0.283,-11.265,0,38,1987,********* Just Ain't Right,0.0356,106.371,0.941,1987
0.0145,767016,['Keith Sweat'],0.74,360107,0.467,0,R&B;,1.55E-06,11,0.173,-12.066,0,37,1987,I Want Her,0.0425,107.848,0.89,1987
0.00523,767016,['Keith Sweat'],0.608,289000,0.651,0,R&B;,0,11,0.0456,-14.261,1,35,1987,Tell Me It's Me You Want,0.0943,177.98,0.819,1987
0.0356,767016,['Keith Sweat'],0.764,374107,0.522,0,R&B;,2.52E-06,10,0.0877,-13.489,0,34,1987,Don't Stop Your Love,0.138,102.032,0.629,1987
0.0568,467203,['Michael Jackson'],0.931,259480,0.737,0,R&B;,0.0155,11,0.0431,-7.975,1,41,8/31/1987,Don't Be Messin' 'Round,0.0443,120.929,0.973,1987
0.102,467203,['Michael Jackson'],0.763,207080,0.564,0,R&B;,0,8,0.0415,-7.63,1,39,8/31/1987,Fly Away,0.0293,110.906,0.525,1987
0.157,467203,['Michael Jackson'],0.862,273507,0.719,0,R&B;,0.000124,7,0.0956,-4.281,0,40,8/31/1987,Price of Fame,0.0436,122.881,0.906,1987
0.577,467203,['Michael Jackson'],0.859,246133,0.934,0,R&B;,1.56E-05,11,0.627,-3.08,0,40,8/31/1987,Just Good Friends - **** Remaster,0.107,118.888,0.762,1987
0.215,467203,['Michael Jackson'],0.842,265067,0.529,0,R&B;,4.68E-06,10,0.0723,-6.48,1,39,8/31/1987,Free,0.0307,121.001,0.584,1987
0.266,467203,['Michael Jackson'],0.922,266773,0.922,0,R&B;,0.18,1,0.0437,-3.464,1,39,8/31/1987,Song Groove (a.k.a. Abortion Papers),0.0488,133.208,0.963,1987
0.669,467203,['Michael Jackson'],0.386,250773,0.496,0,R&B;,0,5,0.0649,-7.203,1,42,8/31/1987,Todo Mi Amor Eres Tu (I Just Can't Stop Loving You),0.0643,199.995,0.3,1987
0.0278,467203,['Michael Jackson'],0.799,451880,0.767,0,R&B;,0.807,7,0.203,-5.375,0,38,8/31/1987,Bad - Remix By ************* Mix,0.116,127.986,0.538,1987
0.0665,467203,['Michael Jackson'],0.759,297040,0.835,0,R&B;,0.000181,1,0.265,-6.002,1,31,1987,The Way You Make Me Feel,0.211,171.716,0.568,1987
0.601,467203,['Michael Jackson'],0.65,247933,0.508,0,R&B;,0,5,0.0828,-7.993,1,37,8/31/1987,Je Ne Veux Pas La Fin De Nous (I Just Can't Stop Loving You) - French Version,0.0339,100.149,0.222,1987
0.247,467203,['Michael Jackson'],0.853,257760,0.981,0,R&B;,0.468,8,0.306,-3.947,1,75,8/31/1987,Smooth Criminal - **** Remaster,0.0751,118.193,0.595,1987
0.0544,467203,['Michael Jackson'],0.877,298120,0.854,0,R&B;,5.50E-05,1,0.144,-4.523,1,73,8/31/1987,The Way You Make Me Feel - **** Remaster,0.147,114.472,0.54,1987
0.52,467203,['Michael Jackson'],0.808,318680,0.812,0,R&B;,7.91E-05,8,0.134,-5.012,1,68,8/31/1987,Man in the Mirror - **** Remaster,0.0381,100.331,0.269,1987
0.00462,467203,['Michael Jackson'],0.787,247360,0.889,0,R&B;,0.423,8,0.0665,-3.786,1,68,8/31/1987,Bad - **** Remaster,0.0397,114.091,0.394,1987
0.194,467203,['Michael Jackson'],0.744,280760,0.815,0,R&B;,0.000263,3,0.303,-4.013,1,59,8/31/1987,Dirty Diana - **** Remaster,0.0446,131.39,0.347,1987
0.52,467203,['Michael Jackson'],0.808,318680,0.812,0,R&B;,7.91E-05,8,0.134,-5.012,1,55,8/31/1987,Man in the Mirror - **** Remaster,0.0381,100.331,0.269,1987
0.393,467203,['Michael Jackson'],0.85,280360,0.957,0,R&B;,0.00292,4,0.0764,-3.991,1,58,8/31/1987,Leave Me Alone - **** Remaster,0.113,123.589,0.609,1987
0.464,467203,['Michael Jackson'],0.749,232800,0.546,0,R&B;,0.00191,8,0.126,-7.217,0,60,8/31/1987,Liberian **** - **** Remastered Version,0.103,105.232,0.454,1987
0.11,467203,['Michael Jackson'],0.78,234720,0.868,0,R&B;,7.67E-05,10,0.352,-4.5,1,56,8/31/1987,Another Part of Me - **** Remaster,0.0705,106.069,0.773,1987
0.247,467203,['Michael Jackson'],0.853,257760,0.981,0,R&B;,0.468,8,0.306,-3.947,1,52,8/31/1987,Smooth Criminal - **** Remaster,0.0751,118.193,0.595,1987
0.00462,467203,['Michael Jackson'],0.787,247360,0.889,0,R&B;,0.423,8,0.0665,-3.786,1,51,8/31/1987,Bad - **** Remaster,0.0397,114.091,0.394,1987
0.0544,467203,['Michael Jackson'],0.877,298120,0.854,0,R&B;,5.50E-05,1,0.144,-4.523,1,51,8/31/1987,The Way You Make Me Feel - **** Remaster,0.147,114.472,0.54,1987
0.000777,467203,['Michael Jackson'],0.789,242027,0.748,0,R&B;,0.479,6,0.304,-4.998,0,51,8/31/1987,***** Demon - **** Remaster,0.0521,98.9,0.235,1987
0.194,467203,['Michael Jackson'],0.744,280760,0.815,0,R&B;,0.000263,3,0.303,-4.013,1,48,8/31/1987,Dirty Diana - **** Remaster,0.0446,131.39,0.347,1987
0.393,467203,['Michael Jackson'],0.85,280360,0.957,0,R&B;,0.00292,4,0.0764,-3.991,1,45,8/31/1987,Leave Me Alone - **** Remaster,0.113,123.589,0.609,1987
0.216,467203,['Michael Jackson'],0.939,353720,0.749,0,R&B;,0.00618,7,0.29,-4.56,1,44,8/31/1987,Streetwalker,0.0464,117.675,0.943,1987
0.577,467203,['Michael Jackson'],0.859,246133,0.934,0,R&B;,1.56E-05,11,0.627,-3.08,0,46,8/31/1987,Just Good Friends - **** Remaster,0.107,118.888,0.762,1987
0.464,467203,['Michael Jackson'],0.749,232800,0.546,0,R&B;,0.00191,8,0.126,-7.217,0,47,8/31/1987,Liberian **** - **** Remastered Version,0.103,105.232,0.454,1987
0.11,467203,['Michael Jackson'],0.78,234720,0.868,0,R&B;,7.67E-05,10,0.352,-4.5,1,43,8/31/1987,Another Part of Me - **** Remaster,0.0705,106.069,0.773,1987
0.0678,467203,['Michael Jackson'],0.794,214787,0.889,0,R&B;,0.151,11,0.0686,-3.696,0,43,8/31/1987,Al Capone,0.0569,112.279,0.951,1987
0.000777,467203,['Michael Jackson'],0.789,242027,0.748,0,R&B;,0.479,6,0.304,-4.998,0,43,8/31/1987,***** Demon - **** Remaster,0.0521,98.9,0.235,1987
0.0338,467203,['Michael Jackson'],0.779,264733,0.909,0,R&B;,0.0388,7,0.605,-4.558,0,41,8/31/1987,Bad (feat. ********,0.0885,127.976,0.605,1987
0.222,467203,['Michael Jackson'],0.799,247693,0.391,0,R&B;,9.98E-05,9,0.218,-9.724,1,41,8/31/1987,I'm So ****,0.0389,94.189,0.607,1987
0.000309,467203,['Michael Jackson'],0.582,248187,0.864,0,R&B;,0.54,2,0.334,-5.361,1,40,8/31/1987,***** Demon (Remix by Nero),0.0438,102.971,0.064,1987
0.679,889449,['Mickey & Sylvia'],0.57,173333,0.301,0,R&B;,8.23E-05,0,0.0473,-16.159,1,56,9/24/1987,Love Is Strange,0.0341,121.694,0.808,1987
0.0104,930642,['Morris Day'],0.736,366067,0.729,0,R&B;,0.0314,11,0.667,-14.074,1,27,1/13/1987,Fishnet,0.0418,110.936,0.713,1987
0.864,74195,['Natalie Cole'],0.327,267067,0.361,0,R&B;,0.117,6,0.13,-9.431,1,44,6/14/1987,I Live For Your Love,0.0319,84.525,0.168,1987
0.41,74195,['Natalie Cole'],0.901,268667,0.576,0,R&B;,9.72E-05,5,0.0447,-10.314,0,40,6/14/1987,Pink Cadillac,0.0566,124.995,0.959,1987
0.108,41420,['Pebbles'],0.862,402600,0.625,0,R&B;,0.000173,9,0.0581,-14.783,0,29,1/1/1987,********** - Extended Version,0.058,118.666,0.953,1987
0.052,41420,['Pebbles'],0.795,295893,0.333,0,R&B;,0.0295,8,0.319,-14.609,1,42,1/1/1987,Mercedes Boy,0.0769,114.764,0.967,1987
0.698,838195,['Percy Sledge'],0.321,185107,0.337,0,R&B;,0.00116,2,0.0721,-12.825,1,27,3/10/1987,Take Time to Know Her,0.0427,155.279,0.371,1987
0.677,838195,['Percy Sledge'],0.676,173893,0.245,0,R&B;,0,0,0.319,-14.27,1,49,3/10/1987,You Really Got a Hold on Me,0.0299,86.338,0.532,1987
0.153,884962,['Regina Belle'],0.264,240267,0.534,0,R&B;,0,5,0.347,-7.4,1,32,1987,If I Could,0.0331,81.516,0.158,1987
0.518,884962,['Regina Belle'],0.589,249307,0.631,0,R&B;,0,11,0.522,-6.62,0,27,1987,Show Me the Way,0.0253,89.175,0.54,1987
0.686,884962,['Regina Belle'],0.466,307467,0.448,0,R&B;,8.49E-06,6,0.142,-6.651,1,34,1987,Make It Like It Was,0.0293,119.513,0.153,1987
0.0468,305501,['Roger'],0.408,251333,0.513,0,R&B;,0,8,0.112,-12.146,1,48,1987,I Want to Be Your Man - Remastered Version,0.0762,81.925,0.426,1987
0.143,821571,['Smokey Robinson'],0.752,247000,0.336,0,R&B;,1.29E-06,2,0.0671,-15.097,1,32,1/1/1987,One Heartbeat,0.0268,89.631,0.783,1987
0.153,821571,['Smokey Robinson'],0.821,244027,0.379,0,R&B;,0,4,0.0839,-15.489,0,54,1/1/1987,Just To See Her,0.0334,109.123,0.914,1987
0.025,21334,['Stephanie Mills'],0.751,352933,0.603,0,R&B;,0.00836,4,0.0537,-11.129,0,30,1/1/1987,(You're Puttin') A Rush On Me,0.0549,101.936,0.474,1987
0.416,21334,['Stephanie Mills'],0.671,277173,0.475,0,R&B;,0.0014,10,0.305,-11.158,1,24,1/1/1987,If I Were Your Woman,0.0308,124.073,0.558,1987
0.503,21334,['Stephanie Mills'],0.459,302200,0.472,0,R&B;,0,0,0.0783,-11.545,1,44,1/1/1987,I Feel Good All Over,0.0329,122.971,0.208,1987
0.00477,622805,['Stevie Wonder'],0.822,324573,0.34,0,R&B;,0.000713,1,0.0551,-16.611,1,29,11/6/1987,Skeletons,0.0413,99.837,0.665,1987
0.687,622805,['Stevie Wonder'],0.589,300267,0.228,0,R&B;,4.48E-06,3,0.114,-21.515,0,28,11/6/1987,You Will Know,0.0273,170.19,0.503,1987
0.0996,622805,['Stevie Wonder'],0.767,425867,0.431,0,R&B;,0.00111,10,0.0386,-17.675,1,24,11/6/1987,My Eyes Don't Cry,0.0501,115.351,0.94,1987
0.266,622805,['Stevie Wonder'],0.626,251560,0.508,0,R&B;,4.39E-06,6,0.242,-17.411,0,35,11/6/1987,Free,0.0311,154.19,0.963,1987
0.0352,39828,['Surface'],0.792,239827,0.494,0,R&B;,0.00282,0,0.0513,-12.425,1,47,1987,Happy,0.115,97.635,0.647,1987
0.00486,137430,['The Cover Girls'],0.708,230493,0.628,0,R&B;,0,0,0.0565,-11.354,0,36,1987,Show Me,0.0393,113.412,0.776,1987
0.00358,146796,['The Deele'],0.589,256493,0.461,0,R&B;,0.00565,7,0.339,-14.827,1,25,1/1/1987,Two Occasions,0.048,169.911,0.415,1987
0.0447,146796,['The Deele'],0.659,272947,0.558,0,R&B;,0.00157,6,0.12,-9.863,0,24,1/1/1987,Just My Luck,0.0484,78.611,0.921,1987
0.84,146796,['The Deele'],0.344,308440,0.366,0,R&B;,0,2,0.108,-9.728,1,23,1/1/1987,Sweet November,0.0305,104.564,0.112,1987
0.0259,146796,['The Deele'],0.543,258427,0.667,0,R&B;,3.96E-05,9,0.299,-9.546,0,50,1/1/1987,Two Occasions,0.0716,169.633,0.559,1987
0.0681,146796,['The Deele'],0.908,336627,0.448,0,R&B;,0.000138,9,0.0616,-9.968,0,35,1/1/1987,Body Talk,0.0847,124.174,0.847,1987
0.0187,146796,['The Deele'],0.714,255667,0.428,0,R&B;,6.19E-05,11,0.0638,-14.156,1,32,1/1/1987,Shoot 'Em Up Movies,0.0415,141.08,0.504,1987
0.559,118544,['The Drifters'],0.335,149107,0.239,0,R&B;,0,0,0.109,-14.967,1,32,1987,This Magic Moment,0.0414,141.498,0.583,1987
0.878,61479,['The Five Satins'],0.503,185600,0.211,0,R&B;,0,5,0.0829,-18.197,1,49,9/24/1987,(I'll Remember) In The Still Of The *****,0.0324,71.283,0.296,1987
0.798,766893,['The Isley Brothers'],0.582,189240,0.398,0,R&B;,5.32E-06,8,0.398,-14.152,1,32,1/1/1987,My Love Is Your Love (Forever),0.0326,127.724,0.942,1987
0.69,766893,['The Isley Brothers'],0.691,158760,0.688,0,R&B;,0,5,0.0759,-14.761,0,28,1/1/1987,Take Me In Your Arms (Rock Me A Little While),0.0836,91.789,0.741,1987
0.174,766893,['The Isley Brothers'],0.521,135573,0.571,0,R&B;,0,3,0.0919,-11.305,1,25,1/1/1987,Just Ain't Enough Love,0.0351,140.832,0.833,1987
0.301,766893,['The Isley Brothers'],0.628,170840,0.502,0,R&B;,0,5,0.403,-11.929,1,44,1/1/1987,This Old Heart Of Mine (Is Weak For You),0.0325,131.437,0.918,1987
0.031,894847,['The Pointer Sisters'],0.698,256613,0.961,0,R&B;,1.11E-06,5,0.438,-5.4,1,33,1/1/1987,Be There,0.0457,107.035,0.804,1987
0.232,482787,['The Whispers'],0.792,434467,0.748,0,R&B;,0.00585,0,0.0859,-9.034,0,28,1987,I Can Make It Better,0.0807,120.508,0.955,1987
0.0389,482787,['The Whispers'],0.877,299360,0.529,0,R&B;,9.30E-06,7,0.049,-7.857,0,24,1987,This Kind of Lovin',0.0753,113.615,0.949,1987
0.00808,482787,['The Whispers'],0.888,243707,0.711,0,R&B;,2.48E-06,5,0.0432,-11.477,0,23,1/1/1987,Rock Steady - Radio Edit,0.0577,116.342,0.96,1987
0.0139,482787,['The Whispers'],0.927,307773,0.832,0,R&B;,2.60E-06,10,0.0394,-7.665,0,55,1987,Rock Steady,0.0604,115.384,0.958,1987
0.134,482787,['The Whispers'],0.793,454253,0.643,0,R&B;,0.00246,11,0.0361,-7.345,0,52,1987,And the Beat Goes On,0.106,114.894,0.963,1987
0.353,482787,['The Whispers'],0.495,307507,0.393,0,R&B;,3.42E-05,9,0.138,-8.634,0,45,1987,Lady,0.0593,67.953,0.71,1987
0.0723,482787,['The Whispers'],0.767,311040,0.693,0,R&B;,0.000108,5,0.302,-8.089,0,38,1987,It's a Love Thing,0.113,118.421,0.932,1987
0.342,482787,['The Whispers'],0.643,285773,0.471,0,R&B;,0.000202,10,0.0845,-13.05,0,37,1/1/1987,In the Mood,0.0336,73.482,0.623,1987
0.254,482787,['The Whispers'],0.694,270640,0.771,0,R&B;,0,6,0.101,-10.797,0,32,1/1/1987,Just Gets Better With Time,0.04,130.611,0.793,1987
0.195,482787,['The Whispers'],0.647,283373,0.595,0,R&B;,0.000118,10,0.129,-8.416,0,31,1987,In the Mood,0.0336,73.478,0.546,1987
0.785,820434,['Whitney Houston'],0.361,250267,0.415,0,R&B;,0,3,0.0713,-10.797,1,40,6/2/1987,Where You Are,0.0376,68.326,0.373,1987
0.683,820434,['Whitney Houston'],0.548,256200,0.505,0,R&B;,3.47E-06,10,0.232,-9.496,1,42,6/2/1987,You're Still My Man,0.0295,131.749,0.308,1987
0.0635,820434,['Whitney Houston'],0.642,259667,0.74,0,R&B;,2.09E-06,6,0.125,-9.257,1,38,6/2/1987,Love Is a Contact Sport,0.0382,174.686,0.905,1987
0.207,820434,['Whitney Houston'],0.709,291293,0.824,0,R&B;,0.000307,1,0.0888,-8.824,1,81,6/2/1987,I Wanna Dance with ******** (Who Loves Me),0.0453,118.814,0.867,1987
0.632,820434,['Whitney Houston'],0.464,277600,0.386,0,R&B;,0,2,0.0682,-12.174,1,65,6/2/1987,Where Do Broken Hearts Go,0.0292,61.868,0.251,1987
0.268,820434,['Whitney Houston'],0.698,276667,0.792,0,R&B;,5.17E-05,11,0.199,-10.011,0,60,6/2/1987,So Emotional,0.0496,119.082,0.796,1987
0.416,820434,['Whitney Houston'],0.54,305067,0.489,0,R&B;,0.000915,10,0.142,-10.151,1,60,6/2/1987,Didn't We Almost Have It All,0.0269,130.984,0.336,1987
0.731,820434,['Whitney Houston'],0.698,331867,0.464,0,R&B;,0,0,0.0745,-12.644,0,47,6/2/1987,For the Love of You,0.0327,100.814,0.787,1987
0.718,820434,['Whitney Houston'],0.444,332667,0.388,0,R&B;,0,5,0.163,-11.947,1,41,6/2/1987,Just the Lonely Talking *****,0.0405,66.824,0.544,1987
0.197,820434,['Whitney Houston'],0.758,321667,0.844,0,R&B;,3.98E-06,1,0.242,-9.453,1,44,6/2/1987,Love Will Save the Day,0.0482,120.571,0.766,1987
0.042,625201,"[""Alexander O'Neal""]",0.624,370560,0.555,0,R&B;,0.000391,5,0.224,-9.646,0,48,10/1/1995,If You Were Here *******,0.0271,81.102,0.185,1995
0.343,134600,"[""D'Angelo""]",0.803,314166,0.236,1,R&B;,0.598,7,0.0682,-12.599,1,42,7/3/1995,"****, ****, ****",0.0994,80.974,0.567,1995
